Title,Link,Image,Source,Time,Article content
"Hong Kong's IPO market is finally starting to turn around, consulting firm EY says",https://www.cnbc.com/2024/07/04/ey-hong-kongs-ipo-market-is-set-to-improve-over-the-next-five-years.html,https://image.cnbcfm.com/api/v1/image/108001260-1719986543474-gettyimages-2158666618-vcg111503310652.jpeg?v=1719986586&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-07-03,"BEIJING — The market for initial public offerings in Hong Kong is set to improve significantly over the next five years, starting in the second half of this year, George Chan, global IPO leader at EY, told CNBC in an interview Wednesday.
""I think it will take a couple years to go back to the peak [in 2021] but the trend is there,"" Chan said. ""I can see the light at the end of the tunnel.""
High U.S. interest rates, regulatory scrutiny, slower economic growth and U.S.-China tensions have constrained Greater China IPOs in the last three years.
EY said in a report that while the volume of IPOs and proceeds in the U.S. increased significantly in the first half of 2024 compared to the same period a year ago, mainland China and Hong Kong saw a sharp decline in listings.
Many of the macro trends are now starting to turn around, which can support more IPOs in Hong Kong, said Chan, who is based in Shanghai.
""We are seeing a reversing trend,"" he told CNBC. ""We are seeing more of these [U.S. dollar] funds, they are moving back to Hong Kong. The main reason is that Hong Kong has already factored in these uncertainties.""
The Hang Seng Index is up more than 5% year-to-date after four straight years of decline — which was the worst such losing streak in the history of the index, according to Wind Information.
""Our HK cap markets team is very busy and has a strong pipeline for H2.  We expect to see many HKSE listings,"" Marcia Ellis, global co-chair of private equity practice at Morrison Foerster in Hong Kong, said in an email Wednesday.
Many companies that were waiting for a listing in mainland China's A share market have decided to switch to one in Hong Kong, she said. ""Previously [China Securities Regulatory Commission] approval was slowing things down but recently our team has gotten CSRC approvals pretty quickly."" 
In June, China issued new measures to promote venture capital, and authorities spoke publicly about supporting IPOs, especially in Hong Kong. Investors and analysts said they are now looking at the speed of IPO approvals for signs of a significant change.
Chan said another supportive factor for Hong Kong IPOs is that many of the companies listed in the market are based in mainland China, where economic growth is ""quite satisfactory.""
He expects consumer companies could be among the near-term IPO beneficiaries.
""As the economy slowly recovers, a lot of people in China are willing to spend,"" he said, noting that was especially the case in less developed parts of the country.
Official national-level data have showed that retail sales are growing more slowly in China — up by just 3.7% in May from a year ago versus growth of nearly 10% or more in prior years.
Also significant for global asset allocation, the U.S. Federal Reserve and other major central banks are pulling back from aggressive interest rate hikes. High rates have made Treasury bonds a more attractive investment for many institutions instead of IPOs.
""I would say if the interest rate can be further cut down, 1% maybe, that would have a significant effect on the IPO market,"" Chan said.
Hong Kong IPOs raised $1.5 billion during the first half of the year, a 34% drop from a year ago, EY said in a report released late last month. Back in 2021 and 2020, the Hong Kong Stock Exchange saw nearly 100 or more IPOs a year raising tens of billions of dollars, according to the report.
In comparison, mainland China IPOs raised $4.6 billion in the first six months of 2024 — a drop of 85% from the year-ago period, according to EY.
Bonnie Chan, CEO of Hong Kong Exchanges and Clearing Limited, said during a conference last week that so far this year, the Hong Kong exchange has received 73 new listing applications — a 50% increase compared to the second half of last year. She is not related to EY's George Chan.
""The pipeline is building up nicely,"" she said, noting about 110 IPOs in total are in line for a Hong Kong listing. ""All we need is a set of good market conditions so these things get to launch and price nicely,"" she added.
""What we need is a strong pipeline,"" EY's Chan said. ""We need an interested investor with the money to invest, and we need a good aftermarket performance.""
Hong Kong IPO returns are improving. The average first-day return of new listings on the Hong Kong stock exchange in the first half of 2024 was 24%, far more than the average of 1% in the same period last year, according to EY.
""The aftermarket performance of Hong Kong IPOs has been doing quite good compared to the past five years,"" Chan said. ""These things added together are projecting an upward trend for the Hong Kong market [in the] next 5 years.""
Chan said he expects the number of deals to pick up in the second half of 2024.
He said those will likely be medium-sized — between 2 billion Hong Kong dollars to 5 billion Hong Kong dollars ($260 million to $640 million) — but added he expects better market momentum in 2025.
Slowing economic growth and geopolitical uncertainty have also weighed on early-stage investment into Chinese startups.
Total venture funding from foreign investors into Greater China deals plunged to $19 billion in 2023, down from $67 billion in 2021, according to Preqin, an alternative assets research firm.
U.S. investors have not participated in the largest deals in recent years, while investors from Greater China have remained involved, the firm said in a report last month.
As for IPOs of China-based companies in the U.S., EY's Chan said he expects current scrutiny on the listings to be ""temporary,"" although data security rules would remain a hurdle.
In early 2023, the China Securities Regulatory Commission formalized new rules that require domestic companies to comply with national security measures and the personal data protection law before going public overseas. A China-based company with more than 1 million users must pass Beijing's cybersecurity review to list overseas.
""As time goes on, when people are more familiar with the Chinese [securities regulator] approval process and they are more become comfortable with geopolitical tensions, more of the large companies ... would consider [the] U.S. market as their final destination,"" Chan said.
""When the time comes I think the institutional investors would be interested in these sizeable Chinese companies, as they pretty much want to make money.""
He declined to comment on specific IPOs, and said certain high-profile listing plans are ""isolated incidents.""
Chinese ride-hailing company Didi, which delisted from New York in 2021, has denied reports it plans to list in Hong Kong next year. Fast-fashion company Shein, which does most of its manufacturing in China, is trying to list in London following criticism in the U.S., according to a CNBC report."
Webtoon Entertainment prices U.S. IPO at top of range to raise about $315 million,https://www.cnbc.com/2024/06/27/webtoon-entertainment-prices-us-ipo-at-top-range-to-raise-315-million.html,https://image.cnbcfm.com/api/v1/image/107291275-1692861074782-gettyimages-1619655900-SKOREA_NAVER_AI.jpeg?v=1719452652&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-26,"In this article
Webtoon Entertainment has priced its initial public offering (IPO) at the top of its indicated range, seeking to raise about $315 million, the online comics platform said on Wednesday.
The company, majority-owned by South Korean tech giant Naver, priced its 15 million shares at $21 apiece, and had marketed the range of $18 to $21.
The IPO now values the Los Angeles, California-based company at $2.67 billion.
Goldman Sachs, Morgan Stanley, J.P. Morgan Securities and Evercore Group are the lead underwriters for the IPO.
Webtoon was founded in 2005 as a side project of CEO Junkoo Kim while he was working as a search engineer at Naver.
The company, whose roots are in Korea, is a storytelling platform that is home to thousands of titles across multiple genres including fantasy, action, romance, and horror.
Webtoon has about 170 million monthly active users in more than 150 countries around the world.
The company's offerings include Japanese web-comic and manga app Line Manga, web-novel platform Wattpad and Korean web-comic offering Naver Webtoon.
Certain funds and accounts managed by world's largest asset manager BlackRock had indicated an interest in buying up to $50 million worth of shares sold in the offering.
Separately, Naver's U.S. subsidiary Naver U.Hub had agreed to buy $50 million worth of shares of Webtoon in a concurrent private placement.
Webtoon's shares are expected to begin trading on the Nasdaq Global Select Market on June 27 under the symbol ""WBTN."""
"IPO market is coming back in Europe — but not in tech, UBS says",https://www.cnbc.com/video/2024/06/26/ipo-market-is-coming-back-in-europe-a-but-not-in-tech-ubs-says.html,https://image.cnbcfm.com/api/v1/image/107433569-17194138081719413804-35121859765-1080pnbcnews.jpg?v=1719413807&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-26,
Shein confidentially files for London IPO as U.S. listing stalls,https://www.cnbc.com/2024/06/24/shein-files-for-london-ipo.html,https://image.cnbcfm.com/api/v1/image/107413924-1715606370233-gettyimages-2150274388-europapress_5918123_shein_sign_during_its_opening_at_abc_ser.jpeg?v=1719237369&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-24,"Shein, the fast fashion giant with links to China, has confidentially filed for a public listing in London as it faces backlash in the U.S., a person familiar with the matter told CNBC.
The person was granted anonymity in order to speak freely about the discussions, which are private.
The company had confidentially filed for a U.S. initial public offering in November but began looking toward London after it failed to win the support of American lawmakers.
Elected officials in the U.S. have repeatedly expressed concerns about the use of forced labor in Shein's supply chain and its use of a U.S. tax law exemption known as de minimis. Under the provision, packages valued at less than $800 are not charged import duties and aren't subject to the same levels of oversight from U.S. customs, which is tasked with screening packages to ensure items from banned regions don't come into the country.
Shein would still prefer to go public in the U.S., people familiar with the matter previously told CNBC, and its filing in London doesn't mean that an IPO will happen there. Shein had previously sought China's approval to go public in the U.S. It's unclear if Beijing has signed off on the London listing.
Shein declined to comment to CNBC.
Reuters first reported that Shein had confidentially filed in London.
Shein, which was founded in China, has gone to great lengths to establish itself as a ""global"" company, moving its headquarters to Singapore in 2021. Still, the vast majority of its supply chain is still based in China, and the fact that it needed to seek Beijing's approval to go public in the U.S. means regulators there view it as a Chinese company — and could exert control over its operations and data.
Shein's London filing marks another twist in the company's so-far long road to a public markets debut. It crashed onto the U.S. fashion scene during the Covid-19 pandemic and won over consumers with its ability to quickly offer the latest styles at rock-bottom prices. It's been a thorn in the side of U.S.-based competitors, which have ceded market share to the digital upstart and struggled to match its speed.
As Shein's prominence in the U.S. grew, so did its ambitions to go public. It began waging a U.S. charm offensive as it sought to win the approval of lawmakers and the retail industry, but those efforts have not yet succeeded. Shein has applied for membership in the National Retail Federation, the industry's largest trade association, multiple times and has repeatedly been rejected, CNBC reported.
It's found itself caught in the crossfire of a tense geopolitical rivalry between the U.S. and Beijing. American lawmakers, concerned about the influence companies with Chinese links can have on the U.S. economy, ramped up their scrutiny of Shein after it filed to go public. Some elected officials at the federal and state level have called on the U.S. Securities and Exchange Commission to block the company's listing because they say it would violate a U.S. law that bans the import of products made from the Xinjiang region in China, where the government has faced accusations of genocide against the Uyghur ethnic group.
Shein has acknowledged to CNBC that raw materials from banned regions have been found in its supply chain, but previous tests show that it's done a better job, on average, of ridding such materials from its garments than the industry overall.
In May, The Wall Street Journal reported that Shein was considering a London IPO after the SEC told the retailer that its listing wouldn't be accepted unless it made its filing public — a request that experts told the Journal was unusual. Typically, companies file to go public confidentially so they can protect sensitive information surrounding their operations and financials as regulators review the filing.
Even so, Shein's executive chairman insisted that its ambitions to go public are about transparency, not about raising capital.
""Most companies seek to go public for liquidity reasons,"" Donald Tang told the Journal. ""We seek to go public to embrace scrutiny and public diligence.""
— CNBC's Sara Salinas contributed to this report."
Luxury sneaker maker Golden Goose postpones IPO citing political turmoil in Europe,https://www.cnbc.com/2024/06/19/golden-goose-postpones-milan-ipo-citing-political-turmoil-in-europe.html,https://image.cnbcfm.com/api/v1/image/107430818-1718776779614-gettyimages-1820747787-UK_GOLDEN_GOOSE.jpeg?v=1718776789&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-19,"Italian sportswear brand Golden Goose postponed its Milan IPO on the grounds that the European Parliament elections and the call for a snap election in France have led to ""significant deterioration"" in market conditions.
Golden Goose, known for its worn-looking trainers which have been made popular by celebrities such as Taylor Swift, was aiming for a market capitalization of up to 1.86 billion euros ($2 billion).
The ""current market backdrop is not the right environment to take the company public,"" the firm said in a Tuesday statement, adding that an IPO will be reassessed in due course.
The European Parliament elections and the calling of a general election in France impacted not only markets in Europe but the luxury sector in particular, Golden Goose said.
It stressed that the brand's IPO process had been ""engaged widely"" with investors. The first day of trading was due to take place on Friday.
France's far-right National Rally (RN) party won around 31% of the vote in the recent European Parliament elections, prompting French President Emmanuel Macron to call a snap national election.
The record gains for the RN party sparked nationwide protests in France as demonstrators pushed back against rising nationalist sentiment. The French CAC 40 lost more than 6.2% last week to record its worst weekly loss since March 2022.
Golden Goose, which is owned by private equity firm Permira, announced last week that Invesco had committed 100 million euros to the listing as a cornerstone backer.
- CNBC's Ganesh Rao contributed to this report."
Cava's success buoyed by consumer preference for healthy options: Torch Capital's Jonathan Keidan,https://www.cnbc.com/video/2024/06/14/caas-success-buoyed-by-consumer-preference-for-healthy-options-torch-capitals-jonathan-keidan.html,https://image.cnbcfm.com/api/v1/image/107429522-17184091961718409193-34959260255-1080pnbcnews.jpg?v=1718409195&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-14,
Google-backed Tempus AI pops by as much as 15% in Nasdaq debut,https://www.cnbc.com/2024/06/14/google-backed-tempus-ai-pops-by-as-much-as-15percent-in-nasdaq-debut.html,https://image.cnbcfm.com/api/v1/image/107429397-1718389064229-GQC5pYiXoAAQDBc.jpg?v=1718389177&w=410&h=212&vtcrop=y,1 month ago - CNBC News,2024-06-14,Failed to retrieve article content
"Gauzy's IPO is important step for the smart glass company, says CEO Eyal Peso",https://www.cnbc.com/video/2024/06/06/gauzys-ipo-is-important-step-for-the-smart-glass-company-says-ceo-eyal-peso.html,https://image.cnbcfm.com/api/v1/image/107425328-17176969561717696953-34844335566-1080pnbcnews.jpg?v=1717696955&w=410&h=212&vtcrop=y,2 months ago - CNBC News,2024-06-06,
"Fashion firm Shein to file 50 billion pound London IPO prospectus, Sky reports",https://www.cnbc.com/2024/06/02/fashion-firm-shein-to-file-50-billion-pound-london-ipo-prospectus-sky-reports.html,https://image.cnbcfm.com/api/v1/image/107413924-1715606370233-gettyimages-2150274388-europapress_5918123_shein_sign_during_its_opening_at_abc_ser.jpeg?v=1719237369&w=410&h=212&vtcrop=y,2 months ago - CNBC News,2024-06-02,"Online fashion firm Shein is preparing to file a prospectus with Britain's Financial Conduct Authority for approval ahead of a potential London float which could value it around 50 billion pounds ($63.70 billion), Sky News reported on Sunday.
The confidential filing could take place as soon as the coming week, the report added, citing sources.
Chinese-founded Shein did not immediately respond to a Reuters request for comment.
Shein, valued at $66 billion in a fundraising last year, started engaging with the London-based teams of its financial and legal advisors to explore a listing on the London Stock Exchange early this year, sources told Reuters in May.
The fast-fashion company stepped up preparations for its London listing after its attempt to float itself in New York faced regulatory hurdles and pushback from U.S. lawmakers.
However, senior British lawmakers are also questioning Shein's suitability for a London listing and calling for greater scrutiny of the business. Shein, in response, has said it is strengthening governance and compliance."
Oil giant Saudi Aramco begins massive share sale to raise around $12 billion,https://www.cnbc.com/2024/06/02/saudi-aramco-begins-massive-share-sale-to-raise-around-12-billion.html,https://image.cnbcfm.com/api/v1/image/107356582-1704890071155-gettyimages-1689520927-widak-24thworl230918_np5Ua.jpeg?v=1717275990&w=410&h=212&vtcrop=y,2 months ago - CNBC News,2024-06-02,Failed to retrieve article content
